event_date,year,disorder_type,event_type,sub_event_type,actor1,inter1,admin1,admin2,location,latitude,longitude,fatalities
2024-08-26,2024,Strategic developments,Strategic developments,Looting/property destruction,Police Forces of Nigeria (2023-),1,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-08-26,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Niger,Bosso,Beji,9.6329,6.3293,1.0
2024-08-26,2024,Political violence,Violence against civilians,Attack,Nasarawa Communal Militia (Nigeria),4,Nassarawa,Toto,Gadabuka,8.4329,7.2803,1.0
2024-08-26,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Sokoto,Sabon Birni,Labau,13.6702,5.994,0.0
2024-08-26,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Anambra,Nnewi North,Nnewi,6.0199,6.9148,0.0
2024-08-26,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2024-08-26,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2024-08-26,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Sokoto,Sabon Birni,Sabon Birni,13.5552,6.3116,0.0
2024-08-26,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Sabon Birni,Tsamaye,13.5823,5.9461,3.0
2024-08-26,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Federal Capital Territory,Bwari,Kuchiko Ijah,9.266,7.3296,0.0
2024-08-25,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Dogon Dawa,11.0356,7.0832,1.0
2024-08-25,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Kankara,Kankara,11.9302,7.4127,2.0
2024-08-25,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Kuje,Kpako,8.684,7.1524,1.0
2024-08-25,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Malumfashi,Layin Minista,11.6876,7.5103,0.0
2024-08-25,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Malumfashi,Layin Minista,11.6876,7.5103,0.0
2024-08-25,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Bauchi,Ningi,Ningi,11.076,9.5647,0.0
2024-08-25,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Rijana,10.0488,7.3759,0.0
2024-08-25,2024,Strategic developments,Strategic developments,Arrests,Police Forces of Nigeria (2023-),1,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,0.0
2024-08-25,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,10.0
2024-08-25,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Anambra,Ogbaru,Atani,6.0158,6.7446,1.0
2024-08-25,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Edo,Oredo,Benin City,6.3351,5.6275,1.0
2024-08-25,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Lagos,Lagos Mainland,Yaba,6.4979,3.3829,0.0
2024-08-25,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Abia,Aba North,Ehere,5.1081,7.3951,1.0
2024-08-24,2024,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Nigeria (2023-),1,Nassarawa,Doma,Doma,8.3833,8.35,0.0
2024-08-24,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Lere,Garun Kurama,10.1658,8.5764,0.0
2024-08-24,2024,Political violence,Battles,Armed clash,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Gidan Azara,9.6186,7.4597,1.0
2024-08-24,2024,Political violence,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Marte,Kirenawa,12.4243,13.9368,3.0
2024-08-24,2024,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Borno,Marte,Marte,12.3611,13.8246,69.0
2024-08-23,2024,Strategic developments,Strategic developments,Change to group/activity,Government of Nigeria (2023-),1,Sokoto,Sabon Birni,Sabon Birni,13.5552,6.3116,0.0
2024-08-23,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2024-08-23,2024,Political violence,Violence against civilians,Attack,Nasarawa Communal Militia (Nigeria),4,Nassarawa,Toto,Gadabuka,8.4329,7.2803,1.0
2024-08-23,2024,Political violence,Battles,Armed clash,Taraba Communal Militia (Nigeria),4,Taraba,Ussa,Kwesati,7.2304,10.1771,0.0
2024-08-23,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Benue,Agatu,Ogbaulu,7.8155,7.9475,5.0
2024-08-23,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Benue,Agatu,Usha,7.9339,7.8278,1.0
2024-08-22,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Sokoto,Sabon Birni,Sabon Birni,13.5552,6.3116,0.0
2024-08-22,2024,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Gwoza,Kirawa,11.1854,13.8841,4.0
2024-08-22,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Jigawa,Dutse,Dutse,11.7594,9.3392,0.0
2024-08-22,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Oyo,Ibadan North West,Iyaganku,7.3758,3.8674,0.0
2024-08-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Lagos,Ikorodu,Ikorodu,6.6155,3.5087,0.0
2024-08-22,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Ikorodu,Ikorodu,6.6155,3.5087,0.0
2024-08-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Gwoza,Kirawa,11.1854,13.8841,0.0
2024-08-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Talata Mafara,Yan Uku,12.3753,6.0255,0.0
2024-08-22,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Benue,Otukpo,Oturkpo,7.1914,8.1333,1.0
2024-08-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Iddo Tudunwada,8.9893,7.3571,0.0
2024-08-21,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Moriki,12.8741,6.4875,0.0
2024-08-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Dutsinma,Dutsin Ma,12.4517,7.4981,0.0
2024-08-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Enugu,Enugu North,Enugu,6.4426,7.5022,0.0
2024-08-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Enugu,Enugu East,Ogbeke Nike,6.5789,7.5554,7.0
2024-08-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Rivers,Degema,Degema,4.7461,6.7677,0.0
2024-08-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Kaduna,Igabi,Igabi,10.7889,7.7749,10.0
2024-08-21,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Mobbar,Karetu,12.8847,12.5081,0.0
2024-08-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Zamfara,Maradun,Maradun,12.5657,6.244,10.0
2024-08-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Imo,Ohaji,Mmahu-Egbema,5.5239,6.7525,0.0
2024-08-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Jibia,Jibia,13.0978,7.2225,0.0
2024-08-21,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Jibia,Jibia,13.0978,7.2225,0.0
2024-08-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Anambra,Awka South,Awka,6.2101,7.0741,0.0
2024-08-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Plateau,Jos North,Jos,9.9285,8.8921,0.0
2024-08-20,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Malumfashi,Yaba,11.7838,7.5088,0.0
2024-08-20,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Malumfashi,Yaba,11.7838,7.5088,0.0
2024-08-20,2024,Strategic developments,Strategic developments,Other,Military Forces of Nigeria (2023-),1,Anambra,Ihiala,Umudara,5.8517,6.8512,0.0
2024-08-20,2024,Strategic developments,Strategic developments,Looting/property destruction,Zamfara Communal Militia (Nigeria),4,Zamfara,Talata Mafara,Yan Uku,12.3753,6.0255,0.0
2024-08-19,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Giwa,Galadimawa,11.061,7.3071,0.0
2024-08-19,2024,Strategic developments,Strategic developments,Agreement,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Kukawa,Cross Kauwa,12.9452,13.6723,0.0
2024-08-19,2024,Strategic developments,Strategic developments,Agreement,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Gwoza,Gwoza,11.084,13.6925,0.0
2024-08-19,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Plateau,Wase,Bashar,9.3132,10.1578,18.0
2024-08-19,2024,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Niger,Shiroro,Alawa,10.3228,6.6542,13.0
2024-08-19,2024,Strategic developments,Strategic developments,Disrupted weapons use,MNJTF: Multinational Joint Task Force,8,Borno,Kukawa,Cross Kauwa,12.9452,13.6723,0.0
2024-08-19,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Kuje,Kango,8.9145,7.2214,0.0
2024-08-19,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Bauchi,Misau,Misau,11.3163,10.4703,2.0
2024-08-19,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Niger,Paikoro,Tutungo,9.5054,6.5853,0.0
2024-08-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Shagamu,Shagamu,6.8432,3.6478,0.0
2024-08-18,2024,Political violence,Battles,Armed clash,IPOB: Indigenous Peoples of Biafra,2,Enugu,Nkanu West,Ozalla,6.3031,7.4836,1.0
2024-08-18,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Kaura Namoda,Kaura Namoda,12.5898,6.5779,2.0
2024-08-18,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kaduna,Chikun,Kuriga,10.6858,6.8327,0.0
2024-08-18,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Delta,Uvwie,Effurun,5.5546,5.7862,1.0
2024-08-18,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Kurutu,9.7369,7.6204,2.0
2024-08-18,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Shingi,12.7476,7.2965,1.0
2024-08-18,2024,Political violence,Violence against civilians,Attack,Military Forces of Nigeria (2023-),1,Kaduna,Igabi,Sabon Birni,10.8121,7.3022,3.0
2024-08-18,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abuja Municipal,Durumi,9.0199,7.4626,0.0
2024-08-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Gidan Azara,9.6186,7.4597,0.0
2024-08-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Dutsin Ma,12.4517,7.4981,0.0
2024-08-17,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Borno,Bama,Bama,11.5221,13.6856,4.0
2024-08-17,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Kachia,Gidan Azara,9.6186,7.4597,2.0
2024-08-17,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Federal Capital Territory,Kwali,Awawa,8.546,6.9206,0.0
2024-08-17,2024,Strategic developments,Strategic developments,Looting/property destruction,Katsina Communal Militia (Nigeria),4,Katsina,Kankia,Tashar Gamji,12.337,7.6882,0.0
2024-08-17,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Alimosho,Baruwa,6.6034,3.2729,0.0
2024-08-17,2024,Political violence,Violence against civilians,Attack,Private Security Forces (Nigeria),8,Anambra,Ogbaru,Akili-Ozizor,5.9866,6.7393,1.0
2024-08-16,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kagarko,Gujini,9.4481,7.3823,0.0
2024-08-16,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Anambra,Orumba North,Nanka,6.0606,7.0875,0.0
2024-08-16,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Anambra,Idemili South,Nnobi,6.0469,6.9411,1.0
2024-08-16,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Talata Mafara,Matusgi,12.6075,6.1069,0.0
2024-08-16,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Kankia,Giyaza,12.4043,7.7236,1.0
2024-08-16,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Jibia,Kukar Babangida,13.0916,7.3608,0.0
2024-08-16,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Kwara,Ekiti,Obo Aiyegunle,8.0333,5.2667,0.0
2024-08-16,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Borno,Marte,Marte,12.3611,13.8246,40.0
2024-08-16,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Saulawa,11.0445,6.8956,2.0
2024-08-16,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kwara,Ekiti,Obo-Ile,8.0765,5.318,0.0
2024-08-16,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Jibia,Kukar Babangida,13.0916,7.3608,0.0
2024-08-16,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Kogi,Lokoja,Lokoja,7.8024,6.743,1.0
2024-08-16,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Mushin,Idi Araba,6.5203,3.3538,0.0
2024-08-16,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Edo,Esan South East,Ubiaja,6.655,6.3869,0.0
2024-08-16,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Tafa,Tafa,9.1355,7.1348,0.0
2024-08-16,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Benue Communal Militia (Nigeria),4,Benue,Otukpo,Oturkpo,7.1914,8.1333,0.0
2024-08-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Akwa Ibom,Uyo,Uyo,5.0333,7.9266,0.0
2024-08-15,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Plateau,Quan-Pan,Baap,8.9432,9.2413,0.0
2024-08-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Udi,Egede,6.55,7.3667,0.0
2024-08-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Oji River,Oji River Settlement,6.2368,7.2828,0.0
2024-08-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),4,Enugu,Oji River,Oji River Settlement,6.2368,7.2828,0.0
2024-08-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Kwali,Awawa,8.546,6.9206,0.0
2024-08-15,2024,Political violence,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),4,Adamawa,Demsa,Kodomun,9.4577,12.2161,3.0
2024-08-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Benue,Makurdi,Makurdi,7.7411,8.5121,0.0
2024-08-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Abeokuta South,Abeokuta,7.15,3.35,0.0
2024-08-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kaduna,Kaduna North,Kaduna,10.5222,7.4383,0.0
2024-08-15,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Garki,9.0131,7.4813,0.0
2024-08-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Soba,Richifa,11.1661,7.9474,0.0
2024-08-14,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Dan-Musa,Kanawa,12.2615,7.3032,0.0
2024-08-14,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Giwa,Giwa,11.2803,7.4173,2.0
2024-08-14,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Dan-Musa,Maidabino,12.1712,7.345,0.0
2024-08-14,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Niger,Edati,Doko,8.95,5.9666,1.0
2024-08-14,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Alimosho,Orile,6.6333,3.3,0.0
2024-08-14,2024,Political violence,Violence against civilians,Attack,Plateau Communal Militia (Nigeria),4,Plateau,Wase,Wase,9.1,9.9667,1.0
2024-08-14,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Oji River,Oji River Settlement,6.2368,7.2828,0.0
2024-08-14,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Federal Capital Territory,Kuje,Kpako,8.684,7.1524,1.0
2024-08-14,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Bakura,Bakura,12.7105,5.8749,0.0
2024-08-14,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Kaura Namoda,Kaura Namoda,12.5898,6.5779,0.0
2024-08-14,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Moriki,12.8741,6.4875,0.0
2024-08-14,2024,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Katsina,Katsina - Daki Tara,12.9814,7.6084,1.0
2024-08-14,2024,Strategic developments,Strategic developments,Looting/property destruction,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Katsalle,12.3809,7.4886,0.0
2024-08-13,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Ondo,Akoko South East,Ifira,7.3906,5.9197,1.0
2024-08-13,2024,Strategic developments,Strategic developments,Looting/property destruction,Fulani Ethnic Militia (Nigeria),4,Ondo,Akoko South West,Oka,7.4477,5.6204,0.0
2024-08-13,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Safana,Gobirawa,12.4217,7.2904,0.0
2024-08-13,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Safana,Gobirawa,12.4217,7.2904,0.0
2024-08-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Imo,Owerri Municipal,Owerri,5.4833,7.0304,0.0
2024-08-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ondo,Akoko South West,Oka,7.4477,5.6204,0.0
